Traditional	Simplified	Pinyin	English	Zhuyin	Level
男	男	nán	(bound form) male, baron, the lowest of the five ranks of nobility 五等爵位[wu3 deng3 jue2 wei4]		1
男孩兒	男孩儿	nánháir	erhua variant of 男孩[nan2 hai2]		1
男朋友	男朋友	nánpéngyou	boyfriend		1
男人	男人	nánrén	a man, a male, men, CL:個|个[ge4]		1
男生	男生	nánshēng	schoolboy, male student, boy, guy (young adult male)		1
南	南	nán	surname Nan; used in 南無|南无[na1 mo2], Taiwan pr. [na2]; south		1
南邊	南边	nánbian	south, south side, southern part, to the south of		1
難	难	nán	difficult (to...), problem, difficulty, difficult, not good; disaster, distress, to scold		1
呢	呢	ne	"particle indicating that a previously asked question is to be applied to the preceding word (""What about ...?"", ""And ...?""), particle for inquiring about location (""Where is ...?""), particle signaling a pause, to emphasize the preceding words and allow the listener time to take them on board (""ok?"", ""are you with me?""), (at the end of a declarative sentence) particle indicating continuation of a state or action, particle indicating strong affirmation; dense wool fabric (used for coats and jackets)"		1
能	能	néng	surname Neng; can, to be able to, might possibly, ability, (physics) energy		1
你	你	nǐ	you (informal, as opposed to courteous 您[nin2]); you (Note: In Taiwan, 妳 is used to address females, but in mainland China, it is not commonly used. Instead, 你 is used to address both males and females.)		1
你們	你们	nǐmen	you (plural)		1
年	年	nián	surname Nian; year, CL:個|个[ge4]; grain, harvest (old), variant of 年[nian2]		1
您	您	nín	you (courteous, as opposed to informal 你[ni3])		1
牛奶	牛奶	niúnǎi	cow's milk, CL:瓶[ping2],杯[bei1]		1
女	女	nǚ	female, woman, daughter; old variant of 汝[ru3]		1
女兒	女儿	nǚ'ér	daughter		1
女孩兒	女孩儿	nǚháir	erhua variant of 女孩[nu : 3 hai2]		1
女朋友	女朋友	nǚpéngyou	girlfriend		1
女人	女人	nǚrén	woman; wife		1
女生	女生	nǚshēng	schoolgirl, female student, girl		1
旁邊	旁边	pángbiān	side; adjacent place		1
跑	跑	pǎo	(of an animal) to paw (the ground); to run, to run away, to escape, to run around (on errands etc), (of a gas or liquid) to leak or evaporate, (verb complement) away, off		1
朋友	朋友	péngyou	friend, CL:個|个[ge4],位[wei4]		1
票	票	piào	ticket, ballot, banknote, CL:張|张[zhang1], person held for ransom, amateur performance of Chinese opera, classifier for groups, batches, business transactions		1
七	七	qī	seven, 7		1
起	起	qǐ	to rise, to raise, to get up, to set out, to start, to appear, to launch, to initiate (action), to draft, to establish, to get (from a depot or counter), verb suffix, to start, starting from (a time, place, price etc), classifier for occurrences or unpredictable events: case, instance, classifier for groups: batch, group		1
起床	起床	qǐchuáng	to get out of bed; to get up		1
起來|起來	起来	qǐlái	to stand up; to get up, also pr. [qi3lai2]; (after a verb) indicating the beginning and continuation of an action or a state, indicating an upward movement (e.g. after 站[zhan4]), indicating completion, (after a perception verb, e.g. 看[kan4]) expressing preliminary judgment, also pr. [qi3lai5]		1
汽車	汽车	qìchē	car, automobile, bus, CL:輛|辆[liang4]		1
前	前	qián	front, forward, ahead, first, top (followed by a number), future, ago, before, BC (e.g. 前293年), former, formerly		1
前邊	前边	qiánbian	front, the front side, in front of		1
前天	前天	qiántiān	the day before yesterday		1
錢	钱	qián	surname Qian; coin, money, CL:筆|笔[bi3], unit of weight, one tenth of a tael 兩|两[liang3]		1
錢包	钱包	qiánbāo	purse, wallet		1
請	请	qǐng	to ask, to invite, please (do sth), to treat (to a meal etc), to request		1
請假	请假	qǐngjià	to request leave of absence		1
請進	请进	qǐng jìn	"""please come in"""		1
請問	请问	qǐngwèn	Excuse me, may I ask...?		1
請坐	请坐	qǐng zuò	please, have a seat		1
球	球	qiú	ball used for playing games (variant of 球[qiu2]); ball, sphere, globe, CL:個|个[ge4], ball game, match, CL:場|场[chang3]		1
去	去	qù	to go, to go to (a place), (of a time etc) last, just passed, to send, to remove, to get rid of, to reduce, to be apart from in space or time, to die (euphemism), to play (a part), (when used either before or after a verb) to go in order to do sth, (after a verb of motion indicates movement away from the speaker), (used after certain verbs to indicate detachment or separation)		1
去年	去年	qùnián	last year		1
熱	热	rè	to warm up, to heat up, hot (of weather), heat, fervent		1
人	人	rén	person; people, CL:個|个[ge4],位[wei4]		1
認識	认识	rènshi	to know, to recognize, to be familiar with, to get acquainted with sb, knowledge, understanding, awareness, cognition		1
認真	认真	rènzhēn	conscientious, earnest, serious, to take seriously, to take to heart		1
日	日	rì	abbr. for 日本[Ri4 ben3], Japan; sun, day, date, day of the month		1
日期	日期	rìqī	date, CL:個|个[ge4]		1
肉	肉	ròu	meat, flesh, pulp (of a fruit), (coll.) (of a fruit) squashy, (of a person) flabby, irresolute, Kangxi radical 130		1
三	三	sān	surname San; three, 3		1
山	山	shān	surname Shan; mountain; hill (CL:座[zuo4]), (coll.) small bundle of straw for silkworms to spin cocoons on		1
商場	商场	shāngchǎng	shopping mall, shopping center, department store, emporium, CL:家[jia1], the business world		1
商店	商店	shāngdiàn	store; shop, CL:家[jia1],個|个[ge4]		1
上	上	shàng	used in 上聲|上声[shang3 sheng1]; (bound form) up; upper; above; previous, first (of multiple parts), to climb; to get onto; to go up, to attend (class or university), (directional complement) up, (noun suffix) on; above		1
上班	上班	shàngbān	to go to work, to be on duty, to start work, to go to the office		1
上邊	上边	shàngbian	the top, above, overhead, upwards, the top margin, above-mentioned, those higher up		1
上車	上车	shàng chē	to get on or into (a bus, train, car etc)		1
上次	上次	shàng cì	last time		1
上課	上课	shàngkè	to go to class, to attend class, to go to teach a class		1
上網	上网	shàngwǎng	to go online, to connect to the Internet, (of a document etc) to be uploaded to the Internet, (tennis, volleyball etc) to move in close to the net		1
上午	上午	shàngwǔ	morning, CL:個|个[ge4]		1
上學	上学	shàngxué	to go to school, to attend school		1
少	少	shǎo	few, less, to lack, to be missing, to stop (doing sth), seldom; young		1
誰	谁	shéi/shuí	who, also pr. [shui2]		1
身上	身上	shēnshang	on the body, at hand, among		1
身體	身体	shēntǐ	the body, one's health		1
什麼	什么	shénme	what?, something; anything		1
生病	生病	shēngbìng	to fall ill		1
生氣	生气	shēngqì	to get angry; to be furious, vitality; liveliness		1
生日	生日	shēngrì	birthday, CL:個|个[ge4]		1
十	十	shí	ten, 10		1
時候	时候	shíhou	time, length of time, moment, period		1
時間	时间	shíjiān	(concept of) time, (duration of) time, (point in) time		1
事	事	shì	matter, thing, item, work, affair, CL:件[jian4],樁|桩[zhuang1],回[hui2]		1
試	试	shì	to test, to try, experiment, examination, test		1
是	是	shì	to be (followed by substantives only), correct; right; true, (respectful acknowledgement of a command) very well, (adverb for emphatic assertion); variant of 是[shi4]		1
是不是	是不是	shì bu shì	is or isn't, yes or no, whether or not		1
手	手	shǒu	hand, (formal) to hold, person engaged in certain types of work, person skilled in certain types of work, personal(ly), convenient, classifier for skill, CL:雙|双[shuang1],隻|只[zhi1]		1
手機	手机	shǒujī	cell phone; mobile phone, CL:部[bu4]		1
書	书	shū	abbr. for 書經|书经[Shu1 jing1]; book, letter, document, CL:本[ben3],冊|册[ce4],部[bu4], to write		1
書包	书包	shūbāo	schoolbag, satchel, bookbag, CL:個|个[ge4],隻|只[zhi1]		1
書店	书店	shūdiàn	bookstore, CL:家[jia1]		1
樹	树	shù	tree, CL:棵[ke1], to cultivate, to set up		1
水	水	shuǐ	surname Shui; water, (after a name) ... River, to swim (used mostly in 會水|会水[hui4 shui3] and 水性[shui3 xing4]), (coll.) lacking in substance; shoddy, (bound form) additional cost; extra income, classifier for washings of a garment		1
水果	水果	shuǐguǒ	fruit, CL:個|个[ge4]		1
睡	睡	shuì	to sleep, to lie down		1
睡覺	睡觉	shuìjiào	to go to bed, to sleep		1
說	说	shuō	to persuade; to speak; to talk; to say, to explain; to comment, to scold; to tell off, (bound form) theory; doctrine; variant of 說|说[shuo1]		1
說話	说话	shuōhuà	to speak, to say, to talk, to gossip, to tell stories, talk, word		1
四	四	sì	four, 4		1
送	送	sòng	to send; to deliver; to transmit, to give (as a present), to see (sb) off, to accompany; to go along with		1
歲	岁	suì	variant of 歲|岁[sui4], year, years old; classifier for years (of age), year, year (of crop harvests)		1
他	他	tā	(third-person singular) (since the early 20th century, usu. male) he; him; his, (bound form) other; another; some other (as in 他日[ta1 ri4] and 他人[ta1 ren2])		1
他們	他们	tāmen	they; them		1
她	她	tā	she		1
她們	她们	tāmen	they; them (females)		1
太	太	tài	highest, greatest, too (much), very, extremely		1
天	天	tiān	day, sky, heaven		1
天氣	天气	tiānqì	weather		1
聽	听	tīng	"smile (archaic); to listen to; to hear, to heed; to obey, a can (loanword from English ""tin""), classifier for canned beverages, to let be; to allow (Taiwan pr. [ting4]), (literary) to administer; to deal with (Taiwan pr. [ting4])"		1
聽到	听到	tīngdào	to hear		1
聽見	听见	tīngjiàn	to hear		1
聽寫	听写	tīngxiě	(of a pupil) to write down (in a dictation exercise); dictation, (music) to transcribe by ear		1
同學	同学	tóngxué	to study at the same school, fellow student, classmate, CL:位[wei4],個|个[ge4]		1
圖書館	图书馆	túshūguǎn	library, CL:家[jia1],個|个[ge4]		1
外	外	wài	outside, in addition, foreign, external		1
外邊	外边	wàibian	outside, outer surface, abroad, place other than one's home		1
外國	外国	wàiguó	foreign country		1
外語	外语	wàiyǔ	foreign language, CL:門|门[men2]		1
玩兒	玩儿	wánr	to play, to have fun, to hang out		1
晚	晚	wǎn	evening, night, late		1
晚飯	晚饭	wǎnfàn	evening meal, dinner, supper, CL:份[fen4],頓|顿[dun4],次[ci4],餐[can1]		1
晚上	晚上	wǎnshang	evening, night, CL:個|个[ge4], in the evening		1
網上	网上	wǎng shang	online		1
網友	网友	wǎngyǒu	online friend, netizen; Internet user		1
忘	忘	wàng	to forget, to overlook, to neglect		1
忘記	忘记	wàngjì	to forget		1
問	问	wèn	to ask; to inquire		1
我	我	wǒ	I; me; my		1
我們	我们	wǒmen	we; us; ourselves; our		1
五	五	wǔ	five, 5		1
午飯	午饭	wǔfàn	lunch, CL:份[fen4],頓|顿[dun4],次[ci4],餐[can1]		1
西	西	xī	the West, abbr. for Spain 西班牙[Xi1 ban1 ya2], Spanish; west		1
西邊	西边	xībian	west, west side, western part, to the west of		1
洗	洗	xǐ	to wash; to bathe, to develop (photographs), to shuffle (cards etc), to erase (a recording); used in 洗馬|洗马[xian3 ma3]		1
洗手間	洗手间	xǐshǒujiān	toilet, lavatory, washroom		1
喜歡	喜欢	xǐhuan	to like; to be fond of		1
下	下	xià	down, downwards, below, lower, later, next (week etc), second (of two parts), to decline, to go down, to arrive at (a decision, conclusion etc), measure word to show the frequency of an action		1
下班	下班	xiàbān	to finish work; to get off work, next service (train, bus etc)		1
下邊	下边	xiàbian	under, the underside, below		1
下車	下车	xià chē	to get off or out of (a bus, train, car etc)		1
下次	下次	xià cì	next time		1
下課	下课	xiàkè	to finish class, to get out of class, (fig.) (esp. of a sports coach) to be dismissed, to be fired		1
下午	下午	xiàwǔ	afternoon, CL:個|个[ge4], p.m.		1
下雨	下雨	xià yǔ	to rain		1
先	先	xiān	beforehand; first; earlier, at first; originally, for the time being; for now, (prefix) my late (in referring to deceased relatives older than oneself)		1
先生	先生	xiānsheng	teacher, gentleman; sir; mister (Mr.), husband, (dialect) doctor, CL:位[wei4]		1
現在	现在	xiànzài	now; at present; currently		1
想	想	xiǎng	to think (about), to think of; to devise, to think (that); to believe (that), to desire; to want (to), to miss (feel wistful about the absence of)		1
小	小	xiǎo	small, tiny, few, young		1
小孩兒	小孩儿	xiǎoháir	erhua variant of 小孩[xiao3 hai2]		1
小姐	小姐	xiǎojiě	young lady, miss, (slang) prostitute, CL:個|个[ge4],位[wei4]		1
小朋友	小朋友	xiǎopéngyǒu	child; kid (used to refer to a child, or by an adult to address a child, or, in Taiwan, to refer to sb's own child), CL:個|个[ge4]		1
小時	小时	xiǎoshí	hour, CL:個|个[ge4]		1
小學	小学	xiǎoxué	elementary school; primary school		1
小學生	小学生	xiǎoxuéshēng	primary school student, schoolchild, CL:個|个[ge4],名[ming2], (fig.) beginner		1
笑	笑	xiào	old variant of 笑[xiao4]; to laugh; to smile, to laugh at		1
寫	写	xiě	to write; used in 寫意|写意[xie4 yi4]		1
謝謝	谢谢	xièxie	to thank, thanks, thank you		1
新	新	xīn	abbr. for Xinjiang 新疆[Xin1 jiang1], abbr. for Singapore 新加坡[Xin1 jia1 po1], surname Xin; new, newly, meso- (chemistry)		1
